Category,Product Link,Product Name,Price,Quantity
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile12.html,Fijne soepgroenten,0.99,250-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile13_copy.html,Jonge bladsla met rucola,2.09,150 g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile_copy.html,Verse spinazie,1.79,450-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile13_copy_2055684095.html,Jonge bladsla melange,1.29,85-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile13_copy_2061426814.html,Rucola sla,0.99,85-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile13_copy_5.html,Veldsla,1.19,85-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile13_copy_5_1033222452.html,IJsbergsla melange,1.29,200-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile13_copy_542095373.html,Taugé,0.99,125-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile48_copy.html,Meloenmix,1.65,190-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles/par/articletile48_copy_c.html,Fruitsalade,1.64,190 g
Fruit,https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/fruit/jcr:content/par/tiles_54297266/par/articletile_copy.html,Rode druiven,N/A,500 g.
